# Created with the following parameters:
#sin^2(theta13): 0.021800
#sin^2(theta12): 0.304000
#sin^2(theta23): 0.450000
#delta m^2 21: 0.000075
#delta m^2 31: 0.002457
#delta CP: -1.570796
0.965726, 0.165588, 0.491945, 0.0313889, 0.0211743, 0.733615, 0.100667, 0.918831, 0.744241, 0.190046, 0.00926915, 0.193015, 0.503921, 0.773147, 0.935915, 0.991142, 0.963562, 0.88246, 0.772774, 0.65277, 0.534515, 0.425235, 0.328712, 0.24644, 0.178476, 0.124044, 0.0819251, 0.0507189, 0.0289957, 0.0153885, 0.00864016, 0.00762437, 0.0113506, 0.0189592, 0.0297115, 0.0429782, 0.0582263, 0.0750069, 0.0929438, 0.111723, 0.131084, 0.150811, 0.170726, 0.190685, 0.210568, 0.23028, 0.249745, 0.268902, 0.287703, 0.306113, 0.324105, 0.341658, 0.358761, 0.375404, 0.391585, 0.407304, 0.422562, 0.437365, 0.451719, 0.465633, 0.479117, 0.492179, 0.504831, 0.517085, 0.52895, 0.54044, 0.551566, 0.562339, 0.572771, 0.582873, 0.592656, 0.602132, 0.611311, 0.620203, 0.628819, 0.637168, 0.64526, 0.653105, 0.66071, 0.668084, 0.675237, 0.682175, 0.688906, 0.695439, 0.701779, 0.707935, 0.713911, 0.719716, 0.725354, 0.730832, 0.736156, 0.74133, 0.74636, 0.751251, 0.756007, 0.760634, 0.765136, 0.769517, 0.773781, 0.777932, 0.781974, 0.78591, 0.789744, 0.793479, 0.797119, 0.800666, 0.804124, 0.807496, 0.810783, 0.81399, 0.817118, 0.820169, 0.823147, 0.826054, 0.828891, 0.831661, 0.834366, 0.837008, 0.839589, 0.84211
