0.971429, 0.564706, 0.22449, 0.115309, 0.0686957, 0.039632, 0.0296636, 0.0126174, 0.00639292, 0.004262, 0.00342328, 0.00252101, 0.00156128, 0.000844595, 0, 0.000491039, 0.000289603, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0.0285714, 0.419608, 0.491071, 0.313355, 0.16913, 0.108988, 0.0642202, 0.0330201, 0.0172117, 0.0105428, 0.00684656, 0.00651261, 0.00409836, 0.00211149, 0.00112663, 0.000736558, 0.000579206, 0.0003663, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0.0156863, 0.264031, 0.374593, 0.29087, 0.18436, 0.124771, 0.0759732, 0.043521, 0.0257963, 0.0173178, 0.0107143, 0.00858704, 0.00401182, 0.00247859, 0.00343727, 0.000579206, 0.000732601, 0.00129366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0.0204082, 0.170684, 0.296087, 0.251946, 0.178287, 0.118389, 0.0749939, 0.0502467, 0.0322191, 0.017437, 0.0105386, 0.00802365, 0.00540784, 0.00417383, 0.00318564, 0.0014652, 0.000862441, 0.00110803, 0.00201748, 0, 0, 0.00118906, 0.00139276, 0.00176991, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.0254072, 0.145217, 0.2523, 0.233028, 0.185235, 0.118515, 0.0749215, 0.0511478, 0.0357143, 0.0214676, 0.0120355, 0.00698513, 0.00589246, 0.00492326, 0.0014652, 0.00258732, 0.00110803, 0.00268998, 0.000788022, 0, 0.00118906, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0.000651466, 0.0269565, 0.130927, 0.21896, 0.217181, 0.188591, 0.130103, 0.0829642, 0.0556723, 0.0327869, 0.0219595, 0.0144209, 0.00932973, 0.00463365, 0.003663, 0.00560586, 0.00166205, 0.00201748, 0.00236407, 0.00195503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0.00304348, 0.0268931, 0.108563, 0.199195, 0.201623, 0.15747, 0.117801, 0.0909664, 0.0556206, 0.0415963, 0.0238846, 0.0162043, 0.0107153, 0.0102564, 0.00689953, 0.00443213, 0.00201748, 0.000788022, 0, 0.00118906, 0, 0.00353982, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0.00389243, 0.0357798, 0.113289, 0.187608, 0.188201, 0.169352, 0.112815, 0.084114, 0.0591216, 0.0365029, 0.0306899, 0.018245, 0.0139194, 0.00603708, 0.00554017, 0.00268998, 0.00394011, 0.000977517, 0.00118906, 0, 0.00176991, 0, 0, 0, 0, 0, 0, 0, 0.00352113, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0.00106157, 0.00642202, 0.0367785, 0.106713, 0.185509, 0.185058, 0.157563, 0.122756, 0.0901605, 0.0666967, 0.0454211, 0.0283811, 0.0205128, 0.0150927, 0.0127424, 0.00470746, 0.00315209, 0.00195503, 0.00237812, 0.00278552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0.00030581, 0.00724832, 0.0405704, 0.106326, 0.160491, 0.179832, 0.147736, 0.116976, 0.0853988, 0.0601522, 0.0419925, 0.029304, 0.0189737, 0.0177285, 0.0114324, 0.00394011, 0.0058651, 0.00356718, 0.00417827, 0, 0, 0.00234192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0.00107383, 0.0120482, 0.0473306, 0.105316, 0.156723, 0.166472, 0.156672, 0.117846, 0.0923152, 0.0637127, 0.0424908, 0.0288918, 0.0199446, 0.0154674, 0.00866824, 0.0107527, 0.00356718, 0.00139276, 0.00530973, 0.00197628, 0.00234192, 0.00243902, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0.00221293, 0.0161507, 0.0438985, 0.0987395, 0.15242, 0.15625, 0.14128, 0.119077, 0.0958587, 0.0692308, 0.0444157, 0.032133, 0.0188299, 0.0141844, 0.0146628, 0.00713436, 0.00278552, 0.00176991, 0.00197628, 0.00702576, 0.00487805, 0.00294985, 0, 0, 0.00330033, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00157021, 0.0134917, 0.0447479, 0.100898, 0.141047, 0.161109, 0.141665, 0.110339, 0.0934066, 0.0599396, 0.0487535, 0.0376597, 0.0220646, 0.0136852, 0.0118906, 0.00557103, 0.00707965, 0, 0, 0.00243902, 0.00294985, 0.00271003, 0, 0, 0.00352113, 0.00347222, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.00112158, 0.00483286, 0.0147059, 0.0495706, 0.0920608, 0.139928, 0.152467, 0.142774, 0.124176, 0.0871065, 0.0725762, 0.0591796, 0.0464933, 0.026393, 0.0332937, 0.0181058, 0.0123894, 0.00790514, 0.00468384, 0.00243902, 0, 0, 0, 0, 0, 0, 0, 0.00806452, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0.000448632, 0.00422876, 0.00819328, 0.0189305, 0.0540541, 0.102298, 0.133808, 0.150304, 0.12381, 0.126779, 0.0919668, 0.0672495, 0.0496454, 0.0410557, 0.0166468, 0.0167131, 0.0176991, 0.00790514, 0.00936768, 0.00487805, 0, 0, 0, 0.00330033, 0, 0, 0, 0, 0, 0, 0.0046729
