# Source: /dune/data/users/lblpwg_tools/FastMC_Data/outputs/cherdack/v3r2p4b/nominal//fastmcNtp_20160404_lbne_g4lbnev3r2p4b_nuflux_nuebarflux_nuebar_LAr_1_g280_Ar40_5000_GENIE_2100.root
# Event cuts: "(EvClass_reco == 2) && nc"
# True event type: nc
0, 2, 11, 25, 30, 47, 40, 53, 78, 60, 84, 64, 89, 85, 75, 84, 105, 85, 126, 92, 108, 95, 126, 115, 132, 111, 117, 128, 126, 160, 137, 154, 149, 154, 153, 143, 148, 167, 183, 178, 132, 180, 173, 194, 172, 191, 186, 178, 204, 163, 192, 185, 185, 188, 177, 168, 147, 183, 162, 197, 191, 195, 177, 201, 190, 233, 207, 200, 237, 200, 212, 207, 189, 210, 208, 223, 203, 207, 225, 219, 197, 221, 190, 169, 198, 196, 199, 187, 200, 186, 185, 171, 191, 187, 203, 207, 181, 207, 206, 192, 184, 198, 186, 208, 189, 173, 186, 198, 177, 174, 183, 186, 171, 192, 160, 202, 187, 202, 191, 188
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
0, 0, 0, 1, 0, 0, 1, 4, 1, 4, 4, 9, 14, 8, 4, 7, 7, 4, 9, 14, 12, 8, 13, 10, 14, 13, 16, 17, 12, 9, 14, 21, 10, 15, 23, 18, 13, 19, 25, 17, 21, 16, 24, 21, 23, 18, 26, 18, 33, 20, 16, 23, 17, 26, 25, 21, 19, 21, 9, 20, 17, 16, 24, 18, 21, 18, 21, 27, 22, 19, 29, 28, 24, 27, 22, 17, 28, 24, 15, 30, 25, 24, 25, 28, 24, 21, 16, 16, 22, 21, 17, 15, 19, 27, 26, 24, 26, 18, 31, 19, 20, 28, 30, 21, 18, 30, 23, 20, 18, 18, 16, 15, 13, 17, 20, 23, 26, 13, 18, 17
0, 0, 0, 0, 1, 0, 2, 4, 5, 7, 6, 8, 4, 7, 13, 13, 13, 20, 15, 10, 20, 20, 13, 26, 22, 25, 21, 27, 31, 19, 28, 36, 37, 34, 33, 43, 30, 43, 36, 28, 40, 30, 33, 31, 34, 38, 31, 30, 27, 35, 46, 35, 35, 37, 31, 40, 39, 39, 44, 34, 39, 43, 41, 42, 37, 44, 45, 52, 62, 50, 56, 37, 52, 54, 49, 47, 56, 53, 46, 51, 42, 39, 64, 51, 44, 45, 43, 48, 45, 44, 37, 42, 41, 47, 44, 46, 41, 48, 43, 54, 43, 59, 34, 44, 41, 28, 46, 37, 46, 43, 35, 33, 38, 30, 30, 43, 36, 32, 37, 31
0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 2, 5, 4, 7, 9, 7, 6, 9, 6, 14, 14, 13, 11, 14, 14, 14, 14, 7, 15, 15, 16, 22, 15, 20, 23, 28, 20, 28, 25, 26, 25, 22, 14, 22, 26, 21, 19, 23, 29, 19, 33, 33, 26, 33, 25, 31, 23, 34, 21, 18, 34, 26, 24, 33, 27, 30, 31, 32, 42, 21, 35, 37, 32, 34, 30, 26, 30, 31, 31, 31, 21, 31, 29, 30, 26, 31, 30, 23, 22, 24, 20, 40, 30, 30, 29, 25, 22, 29, 38, 31, 25, 38, 26, 28, 29, 35, 26, 39, 29, 30, 29, 21, 30, 23, 37, 28, 21, 29, 21, 29
0, 0, 0, 0, 0, 0, 1, 1, 2, 4, 1, 3, 6, 4, 3, 2, 9, 3, 4, 5, 5, 9, 6, 14, 7, 9, 8, 11, 12, 12, 9, 11, 19, 16, 14, 11, 16, 12, 28, 22, 20, 14, 17, 20, 17, 18, 17, 27, 19, 16, 15, 15, 19, 24, 21, 19, 18, 26, 26, 16, 20, 22, 24, 28, 27, 18, 27, 25, 22, 26, 29, 29, 32, 20, 31, 31, 25, 25, 24, 20, 23, 26, 25, 18, 25, 25, 19, 21, 22, 10, 20, 13, 25, 19, 27, 20, 36, 22, 23, 22, 28, 29, 28, 27, 22, 22, 20, 22, 30, 25, 27, 17, 23, 25, 22, 16, 29, 17, 30, 19
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 2, 3, 2, 4, 2, 4, 1, 5, 6, 10, 12, 6, 7, 12, 7, 7, 5, 17, 8, 20, 16, 20, 14, 16, 13, 12, 10, 17, 13, 22, 17, 16, 14, 21, 11, 17, 17, 21, 14, 15, 19, 20, 26, 16, 18, 20, 17, 21, 25, 17, 19, 19, 29, 23, 27, 21, 13, 25, 17, 27, 21, 18, 21, 25, 19, 24, 19, 18, 22, 11, 25, 20, 16, 22, 20, 26, 24, 17, 27, 24, 19, 23, 21, 22, 27, 18, 23, 17, 22, 21, 21, 34, 29, 36, 22, 23, 19, 20, 21, 17, 23, 30, 28, 22, 19, 22, 22, 26, 27
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 5, 4, 0, 6, 5, 6, 9, 6, 3, 7, 5, 7, 7, 7, 7, 11, 11, 8, 8, 13, 14, 17, 16, 13, 18, 14, 14, 16, 20, 13, 16, 19, 14, 17, 20, 24, 21, 15, 17, 20, 22, 18, 17, 16, 21, 19, 12, 20, 21, 22, 20, 31, 23, 18, 26, 16, 25, 24, 20, 18, 21, 25, 23, 17, 30, 19, 18, 21, 15, 20, 23, 24, 21, 22, 27, 27, 28, 25, 21, 17, 19, 23, 23, 17, 22, 29, 34, 18, 19, 17, 23, 19, 22, 16, 24, 18, 20, 26, 25, 16, 21, 17, 15, 20, 21, 20
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 4, 3, 5, 5, 4, 2, 5, 4, 6, 7, 6, 3, 17, 10, 14, 14, 9, 6, 11, 19, 10, 11, 6, 11, 11, 5, 14, 19, 13, 10, 9, 18, 16, 20, 12, 16, 11, 20, 17, 15, 19, 16, 12, 14, 19, 16, 27, 28, 14, 14, 22, 20, 25, 16, 19, 27, 19, 22, 14, 19, 15, 13, 15, 18, 27, 15, 18, 24, 18, 13, 19, 22, 20, 13, 20, 25, 19, 20, 21, 15, 30, 15, 22, 22, 19, 29, 22, 17, 12, 26, 12, 18, 18, 14, 12, 18, 14, 23, 19, 20, 15, 24, 12
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 0, 2, 2, 1, 1, 5, 1, 3, 3, 4, 4, 6, 3, 4, 6, 9, 4, 8, 7, 5, 11, 7, 11, 14, 9, 16, 6, 11, 10, 18, 10, 12, 17, 13, 11, 13, 12, 17, 15, 8, 12, 10, 18, 16, 15, 9, 14, 13, 13, 17, 17, 15, 12, 16, 15, 25, 17, 16, 18, 26, 11, 22, 13, 14, 13, 24, 14, 24, 9, 18, 20, 17, 12, 19, 17, 22, 17, 15, 12, 12, 21, 13, 15, 13, 17, 10, 15, 14, 13, 15, 18, 17, 18, 16, 16, 16, 13, 12, 19, 14, 12, 13, 10, 15, 19
